country,locality,yearCollected,eventID,principalInvestigator,samplingProtocol,sampleCollectionDeviceEvent,collectorList,continentOcean,municipality,county,dayCollected,locationID,locationRemarks,decimalLatitude,decimalLongitude,decimalLatitudeEnd,decimalLongitudeEnd,depthOfBottomInMeters,eventEnteredBy,habitat,environmentalMedium,horizontalDatum,island,islandGroup,waterBody,landowner,verbatimLocality,maximumDepthInMeters,maximumElevationInMeters,verbatimElevation,verbatimEventDate,coordinateUncertaintyInMeters,coordinatePrecision,georeferenceProtocol,microHabitat,minimumDepthInMeters,verbatimDepth,minimumElevationInMeters,monthCollected,permitInformation,eventRemarks,stateProvince,taxTeam,timeOfDay,verbatimLatitude,verbatimLongitude,fundingSource,fieldNotes,substratum,earliestEonOrLowestEonothem,latestEonOrHighestEonotheme,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,geologicalContextID,latestChronometricAge,latestChronometricAgeReferenceSystem,earliestChronometricAge,earliestChronometricAgeReferenceSystem,chronometricAgeID,chronometricAgeProtocol,chronometricAgeUncertaintyMethod,chronometricAgeUncertaintyInYears,verbatimChronometricAge,materialDated,uncalibratedChronometricAge,chronometricAgeDeterminedBy,lithostratigraphicTerms,group,formation,member,bed,culturalContext,culturalOccupationPeriod,culturalRegions,culturalAffiliations,waterTemperatureInDegreesCelsius,waterSurfaceTemperatureInDegreesCelsius,bcid,expeditionCode,projectId
USA,"Eastern Pacific, USA, California, Los Angeles County, San Pedro, Cabrillo Beach Boat Ramp",2016,DISCO_CollectionID:RW16.319,,Scraper - Hand,,"L. Harris, T. Villalobos, I. Molina",North Pacific Ocean,,Los Angeles County,15,,,33.713141,-118.283007,,,,Mike O'Mahoney,,,,,,,,,,,,,,,,floating dock,,,,11,SC-004668,National Park Service / Santa Monica Mtns. Fund.,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW16.319,DISCO,44
USA,"USA, California, Ventura County, Point Mugu",2016,DISCO_CollectionID:RW16.349,,By hand,,"Tatiana Magalhães, N.D. Pentcheff, R. Wetzer",North Pacific Ocean,,Ventura County,29,,,34.066157,-118.997643,,,,Mike O'Mahoney,intertidal zone,,,,,,,,0,,,,,,,rocky intertidal on sandy beach shore,,,,11,SC-004668,"Locality determined from Google maps aided by GPS. All specimens collected at or adjacent to MARINe survey project “Old Stairs” site, south of Point Mugu State Park boundary. Unsorted barnacles, chitons, mussels on loan to Todd Haney 24Feb2017.",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW16.349,DISCO,44
USA,"Eastern Pacific, USA, California, Los Angeles County, Port of Los Angeles, San Pedro Marina",2016,DISCO_CollectionID:RW16.350,,Scraper - Hand,,"R.Wetzer, N.D.Pentcheff, L.Harris, A.Wall, K.Omura, A.Hoy",North Pacific Ocean,,Los Angeles County,13,,,33.736181,-118.278189,,,,Mike O'Mahoney,,,,,,,,,0,,,,,,,floating docks,,,,12,SC-004668,"Collections from underside of floating docks at Cabrillo Marina (Ports O’ Call) during marina demolition. Unsorted polychaetes, tunicates, other miscellaneous taxa) on loan to Todd Haney 24Feb2017.",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW16.350,DISCO,44
USA,"Eastern Pacific, USA, California, Los Angeles County, outside Los Angeles Harbor",2016,DISCO_CollectionID:RW16.351,,Trawl,,"R/V Yellowfin, Leslie Harris, Tulio Villalobos, Isabelle Molina",North Pacific Ocean,,Los Angeles County,19,,,33.697292,-118.274234,,,,Mike O'Mahoney,,,,,,,,,,,,,,,,,,,,11,SC-004668,"Kimo to send coordinates and depths (until then, locality estimated from Google Maps).",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW16.351,DISCO,44
USA,inside Los Angeles Harbor,2016,DISCO_CollectionID:RW16.352,,oysters growing on ship rail brought up by trawl,,"R/V Yellowfin, Leslie Harris, Tulio Villalobos, Isabelle Molina",North Pacific Ocean,,Los Angeles County,19,,,33.716363,-118.269128,,,,Diversity Initiative for the Southern California Ocean project of the Natural History Museum of Los Angeles County,,,,,,,,,,,,,,,,,,,,11,SC-004668,"Kimo to send coordinates and depths. Coordinates approximate, added from map.",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW16.352,DISCO,44
USA,"Eastern Pacific, USA, California, Los Angeles County, outside Los Angeles Harbor",2016,DISCO_CollectionID:RW17.005,,Trawl,,"R/V Yellowfin, Leslie Harris, Tulio Villalobos, Isabelle Molina",North Pacific Ocean,,Los Angeles County,19,,,33.6823333,-118.326,,,,Mike O'Mahoney,,,,,,,,,,,,,,,,,,,,11,SC-004668,Kimo to send coordinates and depths,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.005,DISCO,44
USA,"USA, California, Los Angeles County, Santa Catalina Island, Big Fisherman Cove, in front of USC Wrigley Institute",2017,DISCO_CollectionID:RW17.006,,By hand,,"N.D. Pentcheff, R. Wetzer, A. Hoy, S. Jeong, J. Carrillo",North Pacific Ocean,,Los Angeles County,3,,,33.4448,-118.485,,,,Mike O'Mahoney,,,,,,,,,0,,,,,,,floating dock scrapings,,,,3,SC-004668,National Park Service / Santa Monica Mtns. Fund.,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.006,DISCO,44
USA,"Eastern Pacific, USA, California, Los Angeles County, Redondo Beach, King Harbor Yacht Club",2017,DISCO_CollectionID:RW17.007,,Scraper - Hand,,"N.D. Pentcheff, R. Wetzer, L. Harris, A. Wall, J. Wall, S. Benes, and NHM Executive Staff",North Pacific Ocean,,Los Angeles County,22,,,33.849,-118.401,,,,Mike O'Mahoney,,,,,,,,,0,,,,,,,side of floating docks,,,,3,SC-004668,Coordinates approximated from Google Earth,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.007,DISCO,44
USA,"California, Orange County, Upper Newport Bay",2017,DISCO_CollectionID:RW17.014,,By hand,,R. Wetzer,North Pacific Ocean,,Orange County,28,,,33.64,-117.89,,,,Mike O'Mahoney,,,,,,,,,0,,,,,,,edge of mud flat,,,,4,SC-004668,"2 mytilids, 3 Cerithidea",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.014,DISCO,44
USA,"Eastern Pacific, USA, California, Los Angeles County, San Pedro, Pt. Fermin",2017,DISCO_CollectionID:RW17.018,,By hand,,"L. Harris, N.D. Pentcheff, R. Wetzer, V. Miranda",North Pacific Ocean,,Los Angeles County,27,,,33.705154,-118.293205,,,,Mike O'Mahoney,intertidal zone,,,,,,,,,,,,,,,rocky intertidal,,,,5,SC-004668,"algal washes (Macrocystis & surf grass), Phragmatopoma tubes and turf removed with paint scraper, animals from under rocks; 1June2016- Lat./Long. corrected. 33.705°N 118.293°W in DB is correct. RW.",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.018,DISCO,44
USA,"Eastern Pacific, USA, California, Los Angeles County, San Pedro, Pt. Fermin",2017,DISCO_CollectionID:RW17.054,,By hand,,"N.D. Pentcheff, K. Omura, R. Wetzer, J. Wall, A. Wall",North Pacific Ocean,,Los Angeles County,26,,,33.705154,-118.293205,,,,Mike O'Mahoney,intertidal zone,,,,,,,,,,,,,,,rocky intertidal,,,,6,SC-004668,"algal washes (Macrocystis & surf grass), Phragmatopoma tubes and turf removed with paint scraper, animals from under rocks; diverse specimens from all over the beach - very low to very high - two day Cal Coast BioBlitz with eDNA.",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.054,DISCO,44
USA,"Pacific, California, Los Angeles County, King Harbor Marina, in front of Quality Seafood and shops",2017,DISCO_CollectionID:RW17.056,,Scraper - Hand,,NHM Marine Biodiversity Center and ARIP17,North Pacific Ocean,,Los Angeles County,18,,,33.84186,-118.39148,,,,Mike O'Mahoney,,,,,,,,,0,,,,,,,marina floating boat dock,,,,7,SC-004668,"MBC collectors: R. Wetzer, D. Pentcheff, A. Wall, J. Wall, K. Omura.",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.056,DISCO,44
USA,"Eastern Pacific, USA, California, Los Angeles County, Redondo Beach, King Harbor",2017,DISCO_CollectionID:RW17.059,,Scraper - Hand,,"A. Wall, J. Wall",North Pacific Ocean,,Los Angeles County,13,,,33.842054,-118.391503,,,,Mike O'Mahoney,,,,,,,,,,,,,,,,dock fouling,,,,9,SC-004668,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.059,DISCO,44
USA,"Eastern Pacific, USA, California, Los Angeles County, Redondo Beach, King Harbor Marina",2017,DISCO_CollectionID:RW17.060,,Scraper - Hand,,"R. Wetzer, K. Omura, L. Harris, N.D. Pentcheff, A. Wall, R. Smart, M. Ordenana, J. Wall",North Pacific Ocean,,Los Angeles County,16,,,33.849919,-118.400201,,,,Mike O'Mahoney,,,,,,,,,,,,,,,,dock fouling,,,,9,SC-004668,Specimens collected as part of a Citizen Science meetup.,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.060,DISCO,44
USA,"California, Los Angeles County, San Pedro, White Point",2017,DISCO_CollectionID:RW17.189,,,,"N.D. Pentcheff, R. Wetzer, C. Kopczak, CA Science Center Staff",North Pacific Ocean,,Los Angeles County,25,,,33.718106,-118.32284,,,,Mike O'Mahoney,,,,,,,,,7.62,,,,,,,kelp holdfasts,,,,10,SC-004668,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.189,DISCO,44
USA,Los Angeles Harbor,2016,DISCO_CollectionID:RW17.205,,Dredge - Biological,,"R/V Yellowfin, Leslie Harris, Tulio Villalobos, Isabelle Molina",North Pacific Ocean,,Los Angeles County,19,,,33.6735,-118.224167,,,,Diversity Initiative for the Southern California Ocean project of the Natural History Museum of Los Angeles County,,,,,,,,,,,,,,,,,,,,11,SC-004668,MBPC 17824. Kimo to send coordinates and depths.,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.205,DISCO,44
USA,"California, Orange County, Dana Point, Ocean Institute",2017,DISCO_CollectionID:RW17.212,,Scraper - Hand,,"R. Wetzer, L. Harris, T. Haney, J. Wall, R. Smart, NHM Citizen Scientists",North Pacific Ocean,,Orange County,18,,,33.4617,-117.706,,,,Mike O'Mahoney,,,,,,,,,,,,,,,,docks,,,,11,SC-004668,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.212,DISCO,44
USA,"Pacific, USA, California, Los Angeles County, inside Los Angeles Harbor",2017,DISCO_CollectionID:RW17.218,,Trawl - Otter,,"R/V Yellowfin, A. Wall and N.D. Pentcheff",North Pacific Ocean,,Los Angeles County,3,,,33.731941,-118.234191,,,,Mike O'Mahoney,,,,,,,,,10,,,,,,,,,,,12,SC-004668,CollectionID: RW17.218,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.218,DISCO,44
USA,"Pacific, USA, California, Los Angeles County, outside main channel entrance of Los Angeles Harbor",2017,DISCO_CollectionID:RW17.219,,Dredge - Biological,,"R/V Yellowfin, A. Wall and N.D. Pentcheff",North Pacific Ocean,,Los Angeles County,3,,,33.674746,-118.224506,,,,Mike O'Mahoney,,,,,,,,,10,,,,,,,rock cobble bottom,,,,12,SC-004668,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.219,DISCO,44
USA,"California, Sonoma County, UC Davis Bodega Marine Lab",2017,DISCO_CollectionID:RW17.221,,By hand,,"R. Wetzer, L. Harris",North Pacific Ocean,,Sonoma County,1,,,38.317026,-123.070328,,,,Mike O'Mahoney,intertidal zone,,,,,,,,,,,,,,,intertidal,,,,12,SC-004668,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.221,DISCO,44
USA,Bodega Bay,2017,DISCO_CollectionID:RW17.222,,By hand,,"R. Wetzer, L. Harris",North Pacific Ocean,,Sonoma County,01,,,38.318658,-123.055394,,,,Diversity Initiative for the Southern California Ocean project of the Natural History Museum of Los Angeles County,,,,,,,,,,,,,,,,mud flat,,,,12,SC-004668,#2.,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.222,DISCO,44
USA,"California, Sonoma County, Bodega Bay, Spud Point Marina",2017,DISCO_CollectionID:RW17.223,,By hand,,"R. Wetzer, L. Harris",North Pacific Ocean,,Sonoma County,2,,,38.328335,-123.056127,,,,Mike O'Mahoney,,,,,,,,,,,,,,,,floating docks,,,,12,SC-004668,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.223,DISCO,44
USA,"California, Sonoma County, Bodega Bay, south jetty",2017,DISCO_CollectionID:RW17.224,,By hand,,"R. Wetzer, L. Harris",North Pacific Ocean,,Sonoma County,2,,,38.302256,-123.051821,,,,Mike O'Mahoney,intertidal zone,,,,,,,,,,,,,,,intertidal,,,,12,SC-004668,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.224,DISCO,44
USA,"California, San Mateo County, Half Moon Bay, Pillar Point Harbor, fuel dock",2017,DISCO_CollectionID:RW17.225,,By hand,,"R. Wetzer, L. Harris",North Pacific Ocean,,San Mateo County,4,,,37.501617,-122.482788,,,,Mike O'Mahoney,,,,,,,,,,,,,,,,floating docks,,,,12,SC-004668,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.225,DISCO,44
USA,"California, San Mateo County, Half Moon Bay, Pillar Point, reef flat",2017,DISCO_CollectionID:RW17.226,,By hand,,"R. Wetzer, L. Harris",North Pacific Ocean,,San Mateo County,4,,,37.495143,-122.498355,,,,Mike O'Mahoney,intertidal zone,,,,,,,,,,,,,,,intertidal,,,,12,SC-004668,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Cnh2DISCO_CollectionID:RW17.226,DISCO,44
French Polynesia,base of ridge,2022,GSC_2022_Site_01_sediment_01,,http://www.neonscience.org/data-collection/sediments,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.543,-149.822,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,718,,,,,,,,,530,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_01_sediment_01,GSC_2022_ISD,460
French Polynesia,base of ridge,2022,GSC_2022_Site_01_sediment_02,,http://www.neonscience.org/data-collection/sediments,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.543,-149.822,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,718,,,,,,,,,530,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_01_sediment_02,GSC_2022_ISD,460
French Polynesia,base of ridge,2022,GSC_2022_Site_01_soil_01,,http://www.neonscience.org/data-collection/soils,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.543,-149.822,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,718,,,,,,,,,530,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_01_soil_01,GSC_2022_ISD,460
French Polynesia,base of ridge,2022,GSC_2022_Site_01_soil_02,,http://www.neonscience.org/data-collection/soils,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.543,-149.822,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,718,,,,,,,,,530,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_01_soil_02,GSC_2022_ISD,460
French Polynesia,base of ridge,2022,GSC_2022_Site_01_water_01,,http://www.estuarydna.org/protocols,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.543,-149.822,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,718,,,,,,,,,530,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_01_water_01,GSC_2022_ISD,460
French Polynesia,base of ridge,2022,GSC_2022_Site_01_water_02,,http://www.estuarydna.org/protocols,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.543,-149.822,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,718,,,,,,,,,530,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_01_water_02,GSC_2022_ISD,460
French Polynesia,high forest,2022,GSC_2022_Site_02_sediment_01,,http://www.neonscience.org/data-collection/sediments,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.542,-149.824,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,325,,,,,,,,,320,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_02_sediment_01,GSC_2022_ISD,460
French Polynesia,high forest,2022,GSC_2022_Site_02_sediment_02,,http://www.neonscience.org/data-collection/sediments,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.542,-149.824,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,325,,,,,,,,,320,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_02_sediment_02,GSC_2022_ISD,460
French Polynesia,high forest,2022,GSC_2022_Site_02_soil_01,,http://www.neonscience.org/data-collection/soils,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.542,-149.824,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,325,,,,,,,,,320,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_02_soil_01,GSC_2022_ISD,460
French Polynesia,high forest,2022,GSC_2022_Site_02_soil_02,,http://www.neonscience.org/data-collection/soils,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.542,-149.824,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,325,,,,,,,,,320,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_02_soil_02,GSC_2022_ISD,460
French Polynesia,high forest,2022,GSC_2022_Site_02_water_01,,http://www.estuarydna.org/protocols,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.542,-149.824,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,325,,,,,,,,,320,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_02_water_01,GSC_2022_ISD,460
French Polynesia,high forest,2022,GSC_2022_Site_02_water_02,,http://www.estuarydna.org/protocols,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.542,-149.824,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,325,,,,,,,,,320,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_02_water_02,GSC_2022_ISD,460
French Polynesia,Belvedere,2022,GSC_2022_Site_03_sediment_01,,http://www.neonscience.org/data-collection/sediments,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.539,-149.825,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,243,,,,,,,,,238,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_03_sediment_01,GSC_2022_ISD,460
French Polynesia,Belvedere,2022,GSC_2022_Site_03_sediment_02,,http://www.neonscience.org/data-collection/sediments,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.539,-149.825,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,243,,,,,,,,,238,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_03_sediment_02,GSC_2022_ISD,460
French Polynesia,Belvedere,2022,GSC_2022_Site_03_soil_01,,http://www.neonscience.org/data-collection/soils,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.539,-149.825,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,243,,,,,,,,,238,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_03_soil_01,GSC_2022_ISD,460
French Polynesia,Belvedere,2022,GSC_2022_Site_03_soil_02,,http://www.neonscience.org/data-collection/soils,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.539,-149.825,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,243,,,,,,,,,238,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_03_soil_02,GSC_2022_ISD,460
French Polynesia,Belvedere,2022,GSC_2022_Site_03_water_01,,http://www.estuarydna.org/protocols,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.539,-149.825,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,243,,,,,,,,,238,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_03_water_01,GSC_2022_ISD,460
French Polynesia,Belvedere,2022,GSC_2022_Site_03_water_02,,http://www.estuarydna.org/protocols,,GSC2022_team_01,Pacific Ocean,,,26,,,-17.539,-149.825,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,243,,,,,,,,,238,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_03_water_02,GSC_2022_ISD,460
French Polynesia,"Marae, 1st stream",2022,GSC_2022_Site_04_sediment_01,,http://www.neonscience.org/data-collection/sediments,,GSC2022_team_02,Pacific Ocean,,,26,,,-17.535,-149.828,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,170,,,,,,,,,165,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_04_sediment_01,GSC_2022_ISD,460
French Polynesia,"Marae, 1st stream",2022,GSC_2022_Site_04_sediment_02,,http://www.neonscience.org/data-collection/sediments,,GSC2022_team_02,Pacific Ocean,,,26,,,-17.535,-149.828,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,170,,,,,,,,,165,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_04_sediment_02,GSC_2022_ISD,460
French Polynesia,"Marae, 1st stream",2022,GSC_2022_Site_04_soil_01,,http://www.neonscience.org/data-collection/soils,,GSC2022_team_02,Pacific Ocean,,,26,,,-17.535,-149.828,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,170,,,,,,,,,165,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_04_soil_01,GSC_2022_ISD,460
French Polynesia,"Marae, 1st stream",2022,GSC_2022_Site_04_soil_02,,http://www.neonscience.org/data-collection/soils,,GSC2022_team_02,Pacific Ocean,,,26,,,-17.535,-149.828,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,170,,,,,,,,,165,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_04_soil_02,GSC_2022_ISD,460
French Polynesia,"Marae, 1st stream",2022,GSC_2022_Site_04_water_01,,http://www.estuarydna.org/protocols,,GSC2022_team_02,Pacific Ocean,,,26,,,-17.535,-149.828,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,170,,,,,,,,,165,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_04_water_01,GSC_2022_ISD,460
French Polynesia,"Marae, 1st stream",2022,GSC_2022_Site_04_water_02,,http://www.estuarydna.org/protocols,,GSC2022_team_02,Pacific Ocean,,,26,,,-17.535,-149.828,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,170,,,,,,,,,165,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_04_water_02,GSC_2022_ISD,460
French Polynesia,"mid forest, 2nd stream",2022,GSC_2022_Site_05_sediment_01,,http://www.neonscience.org/data-collection/sediments,,GSC2022_team_02,Pacific Ocean,,,26,,,-17.539,-149.828,,,,Chris Meyer,,,,Moorea,Society Islands,,,,,173,,,,,,,,,170,3,GSC_2022_ISD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EBY2GSC_2022_Site_05_sediment_01,GSC_2022_ISD,460
